DATE,STATION,LONGITUDE,PRCP_ATTRIBUTES,TMAX,ELEVATION,TMAX_ATTRIBUTES,TMIN,PRCP,LATITUDE,NAME,TMIN_ATTRIBUTES
2024-04-18,USW00094728,-73.96925,",,W,2400",10.0,42.7,",,W",7.2,0.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-19,USW00094728,-73.96925,",,W,2400",15.6,42.7,",,W",7.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-20,USW00094728,-73.96925,",,W,2400",21.7,42.7,",,W",8.3,1.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-21,USW00094728,-73.96925,",,W,2400",12.2,42.7,",,W",5.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-22,USW00094728,-73.96925,",,W,2400",17.8,42.7,",,W",5.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-23,USW00094728,-73.96925,",,W,2400",18.3,42.7,",,W",7.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-24,USW00094728,-73.96925,"T,,W,2400",23.3,42.7,",,W",10.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-25,USW00094728,-73.96925,",,W,2400",15.6,42.7,",,W",6.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-26,USW00094728,-73.96925,",,W,2400",18.3,42.7,",,W",6.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-27,USW00094728,-73.96925,"T,,W,2400",17.8,42.7,",,W",7.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-28,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",11.1,0.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-29,USW00094728,-73.96925,",,W,2400",30.6,42.7,",,W",17.2,0.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-04-30,USW00094728,-73.96925,",,W,2400",18.9,42.7,",,W",11.1,0.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-01,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",11.7,0.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-02,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",11.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-03,USW00094728,-73.96925,",,W,2400",18.3,42.7,",,W",11.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-04,USW00094728,-73.96925,"T,,W,2400",17.2,42.7,",,W",9.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-05,USW00094728,-73.96925,",,W,2400",12.2,42.7,",,W",9.4,7.9,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-06,USW00094728,-73.96925,"T,,W,2400",23.3,42.7,",,W",11.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-07,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-08,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",18.3,5.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-09,USW00094728,-73.96925,",,W,2400",21.1,42.7,",,W",13.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-10,USW00094728,-73.96925,",,W,2400",13.3,42.7,",,W",8.9,5.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-11,USW00094728,-73.96925,",,W,2400",17.8,42.7,",,W",8.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-12,USW00094728,-73.96925,",,W,2400",13.9,42.7,",,W",8.9,3.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-13,USW00094728,-73.96925,",,W,2400",18.3,42.7,",,W",9.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-14,USW00094728,-73.96925,",,W,2400",22.2,42.7,",,W",12.8,0.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-15,USW00094728,-73.96925,",,W,2400",17.8,42.7,",,W",15.0,7.1,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-16,USW00094728,-73.96925,",,W,2400",17.8,42.7,",,W",15.0,6.9,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-17,USW00094728,-73.96925,"T,,W,2400",22.2,42.7,",,W",14.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-18,USW00094728,-73.96925,",,W,2400",20.6,42.7,",,W",15.0,1.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-19,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",13.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-20,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",12.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-21,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",14.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-22,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-23,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",19.4,19.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-24,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",20.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-25,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",18.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-26,USW00094728,-73.96925,"T,,W,2400",27.8,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-27,USW00094728,-73.96925,",,W,2400",22.8,42.7,",,W",18.9,24.4,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-28,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-29,USW00094728,-73.96925,",,W,2400",24.4,42.7,",,W",15.6,16.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-30,USW00094728,-73.96925,",,W,2400",21.7,42.7,",,W",13.9,4.6,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-05-31,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-01,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",15.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-02,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-03,USW00094728,-73.96925,"T,,W,2400",30.0,42.7,",,W",22.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-04,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-05,USW00094728,-73.96925,"T,,W,2400",26.1,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-06,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",20.0,19.6,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-07,USW00094728,-73.96925,",,W,2400",27.8,42.7,",,W",18.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-08,USW00094728,-73.96925,",,W,2400",24.4,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-09,USW00094728,-73.96925,"T,,W,2400",23.3,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-10,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",16.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-11,USW00094728,-73.96925,"T,,W,2400",22.8,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-12,USW00094728,-73.96925,",,W,2400",24.4,42.7,",,W",16.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-13,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-14,USW00094728,-73.96925,",,W,2400",29.4,42.7,",,W",18.3,7.1,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-15,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-16,USW00094728,-73.96925,",,W,2400",25.6,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-17,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-18,USW00094728,-73.96925,",,W,2400",30.0,42.7,",,W",21.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-19,USW00094728,-73.96925,",,W,2400",31.7,42.7,",,W",22.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-20,USW00094728,-73.96925,",,W,2400",32.8,42.7,",,W",22.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-21,USW00094728,-73.96925,",,W,2400",34.4,42.7,",,W",24.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-22,USW00094728,-73.96925,",,W,2400",33.9,42.7,",,W",23.9,2.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-23,USW00094728,-73.96925,",,W,2400",33.3,42.7,",,W",22.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-24,USW00094728,-73.96925,"T,,W,2400",26.7,42.7,",,W",22.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-25,USW00094728,-73.96925,",,W,2400",32.2,42.7,",,W",20.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-26,USW00094728,-73.96925,",,W,2400",33.9,42.7,",,W",21.1,2.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-27,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",19.4,5.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-28,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",17.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-29,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",18.9,1.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-06-30,USW00094728,-73.96925,",,W,2400",29.4,42.7,",,W",21.1,4.6,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-01,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",17.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-02,USW00094728,-73.96925,",,W,2400",30.0,42.7,",,W",18.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-03,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",20.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-04,USW00094728,-73.96925,",,W,2400",31.7,42.7,",,W",21.1,1.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-05,USW00094728,-73.96925,",,W,2400",32.2,42.7,",,W",23.3,2.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-06,USW00094728,-73.96925,",,W,2400",33.3,42.7,",,W",22.8,1.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-07,USW00094728,-73.96925,"T,,W,2400",33.9,42.7,",,W",26.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-08,USW00094728,-73.96925,",,W,2400",35.0,42.7,",,W",25.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-09,USW00094728,-73.96925,"T,,W,2400",31.7,42.7,",,W",23.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-10,USW00094728,-73.96925,",,W,2400",32.8,42.7,",,W",25.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-11,USW00094728,-73.96925,",,W,2400",31.7,42.7,",,W",23.9,2.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-12,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",22.2,1.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-13,USW00094728,-73.96925,",,W,2400",30.6,42.7,",,W",22.2,52.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-14,USW00094728,-73.96925,",,W,2400",32.2,42.7,",,W",23.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-15,USW00094728,-73.96925,",,W,2400",32.8,42.7,",,W",22.8,3.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-16,USW00094728,-73.96925,"T,,W,2400",34.4,42.7,",,W",25.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-17,USW00094728,-73.96925,",,W,2400",32.2,42.7,",,W",22.2,37.1,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-18,USW00094728,-73.96925,"T,,W,2400",30.0,42.7,",,W",22.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-19,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-20,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",21.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-21,USW00094728,-73.96925,"T,,W,2400",31.1,42.7,",,W",22.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-22,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",21.7,0.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-23,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",21.7,2.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-24,USW00094728,-73.96925,"T,,W,2400",27.2,42.7,",,W",22.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-25,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",22.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-26,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-27,USW00094728,-73.96925,",,W,2400",30.6,42.7,",,W",20.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-28,USW00094728,-73.96925,",,W,2400",31.7,42.7,",,W",21.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-29,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",20.0,1.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-30,USW00094728,-73.96925,",,W,2400",31.1,42.7,",,W",23.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-07-31,USW00094728,-73.96925,",,W,2400",31.7,42.7,",,W",22.8,0.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-01,USW00094728,-73.96925,",,W,2400",35.0,42.7,",,W",24.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-02,USW00094728,-73.96925,",,W,2400",33.3,42.7,",,W",23.3,13.2,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-03,USW00094728,-73.96925,",,W,2400",33.9,42.7,",,W",22.8,18.5,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-04,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",21.7,4.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-05,USW00094728,-73.96925,",,W,2400",32.2,42.7,",,W",22.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-06,USW00094728,-73.96925,",,W,2400",32.2,42.7,",,W",22.2,52.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-07,USW00094728,-73.96925,",,W,2400",22.2,42.7,",,W",17.8,3.3,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-08,USW00094728,-73.96925,",,W,2400",21.1,42.7,",,W",18.3,9.1,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-09,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",21.1,2.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-10,USW00094728,-73.96925,",,W,2400",29.4,42.7,",,W",22.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-11,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",20.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-12,USW00094728,-73.96925,"T,,W,2400",27.2,42.7,",,W",18.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-13,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",17.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-14,USW00094728,-73.96925,",,W,2400",29.4,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-15,USW00094728,-73.96925,",,W,2400",30.0,42.7,",,W",20.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-16,USW00094728,-73.96925,",,W,2400",30.6,42.7,",,W",21.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-17,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",19.4,1.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-18,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",20.6,58.2,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-19,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",20.0,6.4,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-20,USW00094728,-73.96925,",,W,2400",22.2,42.7,",,W",16.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-21,USW00094728,-73.96925,"T,,W,2400",22.8,42.7,",,W",13.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-22,USW00094728,-73.96925,",,W,2400",24.4,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-23,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",16.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-24,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-25,USW00094728,-73.96925,",,W,2400",29.4,42.7,",,W",20.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-26,USW00094728,-73.96925,",,W,2400",29.4,42.7,",,W",20.6,1.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-27,USW00094728,-73.96925,",,W,2400",30.0,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-28,USW00094728,-73.96925,"T,,W,2400",32.8,42.7,",,W",23.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-29,USW00094728,-73.96925,"T,,W,2400",27.8,42.7,",,W",21.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-30,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",16.1,7.6,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-08-31,USW00094728,-73.96925,",,W,2400",25.0,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-01,USW00094728,-73.96925,"T,,W,2400",27.2,42.7,",,W",22.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-02,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-03,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",14.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-04,USW00094728,-73.96925,",,W,2400",25.0,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-05,USW00094728,-73.96925,",,W,2400",25.0,42.7,",,W",16.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-06,USW00094728,-73.96925,",,W,2400",25.6,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-07,USW00094728,-73.96925,",,W,2400",24.4,42.7,",,W",15.0,6.1,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-08,USW00094728,-73.96925,",,W,2400",20.6,42.7,",,W",12.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-09,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",12.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-10,USW00094728,-73.96925,",,W,2400",25.6,42.7,",,W",16.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-11,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-12,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",16.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-13,USW00094728,-73.96925,",,W,2400",27.8,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-14,USW00094728,-73.96925,",,W,2400",28.3,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-15,USW00094728,-73.96925,",,W,2400",26.7,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-16,USW00094728,-73.96925,",,W,2400",25.0,42.7,",,W",15.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-17,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",18.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-18,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-19,USW00094728,-73.96925,",,W,2400",28.9,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-20,USW00094728,-73.96925,",,W,2400",27.2,42.7,",,W",19.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-21,USW00094728,-73.96925,",,W,2400",26.1,42.7,",,W",17.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-22,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",16.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-23,USW00094728,-73.96925,",,W,2400",19.4,42.7,",,W",15.0,1.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-24,USW00094728,-73.96925,"T,,W,2400",20.0,42.7,",,W",15.0,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-25,USW00094728,-73.96925,",,W,2400",20.0,42.7,",,W",16.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-26,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",17.8,2.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-27,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",17.2,4.6,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-28,USW00094728,-73.96925,",,W,2400",20.0,42.7,",,W",16.1,6.6,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-29,USW00094728,-73.96925,",,W,2400",17.2,42.7,",,W",15.6,19.8,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-09-30,USW00094728,-73.96925,",,W,2400",22.2,42.7,",,W",15.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-01,USW00094728,-73.96925,",,W,2400",20.6,42.7,",,W",15.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-02,USW00094728,-73.96925,",,W,2400",20.0,42.7,",,W",14.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-03,USW00094728,-73.96925,",,W,2400",22.2,42.7,",,W",16.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-04,USW00094728,-73.96925,",,W,2400",22.8,42.7,",,W",15.6,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-05,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",16.1,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-06,USW00094728,-73.96925,",,W,2400",21.7,42.7,",,W",12.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-07,USW00094728,-73.96925,",,W,2400",23.9,42.7,",,W",14.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-08,USW00094728,-73.96925,",,W,2400",20.0,42.7,",,W",11.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-09,USW00094728,-73.96925,"T,,W,2400",20.0,42.7,",,W",12.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-10,USW00094728,-73.96925,",,W,2400",16.7,42.7,",,W",9.4,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-11,USW00094728,-73.96925,",,W,2400",20.0,42.7,",,W",7.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-12,USW00094728,-73.96925,",,W,2400",23.3,42.7,",,W",13.3,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-13,USW00094728,-73.96925,",,W,2400",20.6,42.7,",,W",12.8,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-14,USW00094728,-73.96925,",,W,2400",18.9,42.7,",,W",8.9,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-15,USW00094728,-73.96925,",,W,2400",13.9,42.7,",,W",7.2,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
2024-10-16,USW00094728,-73.96925,",,W,2400",15.0,42.7,",,W",6.7,0.0,40.77898,"NY CITY CENTRAL PARK, NY US",",,W"
